Driver,LapNumber,Compound,TyreAge,TyreAgeBucket,LapDeltaCategory,TrackTemp,Weather,SafetyCar,RacePhase,PitNextLap
NOR,42.0,HARD,5,0-10,Normal,Low,Dry,0,Late,0
STR,43.0,HARD,13,11-20,Normal,Low,Dry,0,Late,0
RUS,43.0,HARD,12,11-20,Normal,Low,Dry,0,Late,0
BOT,43.0,HARD,14,11-20,Normal,Low,Dry,0,Late,0
GAS,43.0,SOFT,3,0-10,Slower,Low,Dry,0,Late,0
ALB,43.0,SOFT,3,0-10,Normal,Low,Dry,0,Late,0
TSU,43.0,SOFT,3,0-10,Normal,Low,Dry,0,Late,0
DEV,43.0,HARD,16,11-20,Normal,Low,Dry,0,Late,0
ZHO,43.0,SOFT,11,11-20,Faster,Low,Dry,0,Late,0
SAR,43.0,SOFT,3,0-10,Slower,Low,Dry,0,Late,0
VER,44.0,HARD,8,0-10,Faster,Low,Dry,0,Late,0
MAG,43.0,SOFT,3,0-10,Normal,Low,Dry,0,Late,0
PER,44.0,HARD,10,0-10,Normal,Low,Dry,0,Late,0
HUL,43.0,SOFT,3,0-10,Normal,Low,Dry,0,Late,0
SAI,44.0,HARD,13,11-20,Normal,Low,Dry,0,Late,0
ALO,44.0,HARD,10,0-10,Normal,Low,Dry,0,Late,0
HAM,44.0,HARD,14,11-20,Normal,Low,Dry,0,Late,0
NOR,43.0,HARD,6,0-10,Normal,Low,Dry,0,Late,0
STR,44.0,HARD,14,11-20,Normal,Low,Dry,0,Late,0
RUS,44.0,HARD,13,11-20,Normal,Low,Dry,0,Late,0
BOT,44.0,HARD,15,11-20,Normal,Low,Dry,0,Late,0
GAS,44.0,SOFT,4,0-10,Normal,Low,Dry,0,Late,0
ALB,44.0,SOFT,4,0-10,Normal,Low,Dry,0,Late,0
TSU,44.0,SOFT,4,0-10,Normal,Low,Dry,0,Late,0
ZHO,44.0,SOFT,12,11-20,Normal,Low,Dry,0,Late,0
DEV,44.0,HARD,17,11-20,Faster,Low,Dry,0,Late,0
SAR,44.0,SOFT,4,0-10,Slower,Low,Dry,0,Late,0
VER,45.0,HARD,9,0-10,Slower,Low,Dry,0,Late,0
MAG,44.0,SOFT,4,0-10,Normal,Low,Dry,0,Late,0
PER,45.0,HARD,11,11-20,Normal,Low,Dry,0,Late,0
HUL,44.0,SOFT,4,0-10,Normal,Low,Dry,0,Late,0
SAI,45.0,HARD,14,11-20,Slower,Low,Dry,0,Late,0
ALO,45.0,HARD,11,11-20,Slower,Low,Dry,0,Late,0
HAM,45.0,HARD,15,11-20,Slower,Low,Dry,0,Late,0
NOR,44.0,HARD,7,0-10,Slower,Low,Dry,0,Late,0
STR,45.0,HARD,15,11-20,Normal,Low,Dry,0,Late,0
RUS,45.0,HARD,14,11-20,Normal,Low,Dry,0,Late,0
BOT,45.0,HARD,16,11-20,Normal,Low,Dry,0,Late,0
GAS,45.0,SOFT,5,0-10,Normal,Low,Dry,0,Late,0
ALB,45.0,SOFT,5,0-10,Normal,Low,Dry,0,Late,0
TSU,45.0,SOFT,5,0-10,Normal,Low,Dry,0,Late,0
ZHO,45.0,SOFT,13,11-20,Normal,Low,Dry,0,Late,0
SAR,45.0,SOFT,5,0-10,Normal,Low,Dry,0,Late,0
DEV,45.0,HARD,18,11-20,Faster,Low,Dry,0,Late,0
VER,46.0,HARD,10,0-10,Normal,Low,Dry,0,Late,0
MAG,45.0,SOFT,5,0-10,Slower,Low,Dry,0,Late,0
PER,46.0,HARD,12,11-20,Normal,Low,Dry,0,Late,0
HUL,45.0,SOFT,5,0-10,Normal,Low,Dry,0,Late,0
ALO,46.0,HARD,12,11-20,Faster,Low,Dry,0,Late,0
SAI,46.0,HARD,15,11-20,Faster,Low,Dry,0,Late,0
HAM,46.0,HARD,16,11-20,Normal,Low,Dry,0,Late,0
NOR,45.0,HARD,8,0-10,Normal,Low,Dry,0,Late,0
STR,46.0,HARD,16,11-20,Normal,Low,Dry,0,Late,0
RUS,46.0,HARD,15,11-20,Normal,Low,Dry,0,Late,0
BOT,46.0,HARD,17,11-20,Normal,Low,Dry,0,Late,0
GAS,46.0,SOFT,6,0-10,Normal,Low,Dry,0,Late,0
ALB,46.0,SOFT,6,0-10,Normal,Low,Dry,0,Late,0
TSU,46.0,SOFT,6,0-10,Normal,Low,Dry,0,Late,0
ZHO,46.0,SOFT,14,11-20,Normal,Low,Dry,0,Late,0
SAR,46.0,SOFT,6,0-10,Slower,Low,Dry,0,Late,0
DEV,46.0,HARD,19,11-20,Normal,Low,Dry,0,Late,0
VER,47.0,HARD,11,11-20,Normal,Low,Dry,0,Late,0
MAG,46.0,SOFT,6,0-10,Normal,Low,Dry,0,Late,0
PER,47.0,HARD,13,11-20,Faster,Low,Dry,0,Late,0
HUL,46.0,SOFT,6,0-10,Slower,Low,Dry,0,Late,0
ALO,47.0,HARD,13,11-20,Normal,Low,Dry,0,Late,0
SAI,47.0,HARD,16,11-20,Normal,Low,Dry,0,Late,0
HAM,47.0,HARD,17,11-20,Slower,Low,Dry,0,Late,0
NOR,46.0,HARD,9,0-10,Normal,Low,Dry,0,Late,1
STR,47.0,HARD,17,11-20,Normal,Low,Dry,0,Late,0
RUS,47.0,HARD,16,11-20,Normal,Low,Dry,0,Late,0
BOT,47.0,HARD,18,11-20,Normal,Low,Dry,0,Late,0
GAS,47.0,SOFT,7,0-10,Normal,Low,Dry,0,Late,0
ALB,47.0,SOFT,7,0-10,Normal,Low,Dry,0,Late,0
TSU,47.0,SOFT,7,0-10,Normal,Low,Dry,0,Late,0
ZHO,47.0,SOFT,15,11-20,Slower,Low,Dry,0,Late,0
SAR,47.0,SOFT,7,0-10,Faster,Low,Dry,0,Late,0
DEV,47.0,HARD,20,11-20,Normal,Low,Dry,0,Late,0
VER,48.0,HARD,12,11-20,Normal,Low,Dry,0,Late,0
MAG,47.0,SOFT,7,0-10,Normal,Low,Dry,0,Late,0
PER,48.0,HARD,14,11-20,Normal,Low,Dry,0,Late,0
HUL,47.0,SOFT,7,0-10,Faster,Low,Dry,0,Late,0
ALO,48.0,HARD,14,11-20,Faster,Low,Dry,0,Late,0
SAI,48.0,HARD,17,11-20,Normal,Low,Dry,0,Late,0
HAM,48.0,HARD,18,11-20,Faster,Low,Dry,0,Late,0
NOR,47.0,HARD,10,0-10,Slower,Low,Dry,0,Late,0
STR,48.0,HARD,18,11-20,Normal,Low,Dry,0,Late,0
RUS,48.0,HARD,17,11-20,Normal,Low,Dry,0,Late,0
BOT,48.0,HARD,19,11-20,Normal,Low,Dry,0,Late,0
GAS,48.0,SOFT,8,0-10,Normal,Low,Dry,0,Late,0
ALB,48.0,SOFT,8,0-10,Normal,Low,Dry,0,Late,0
TSU,48.0,SOFT,8,0-10,Normal,Low,Dry,0,Late,0
SAR,48.0,SOFT,8,0-10,Normal,Low,Dry,0,Late,0
ZHO,48.0,SOFT,16,11-20,Faster,Low,Dry,0,Late,0
DEV,48.0,HARD,21,21-30,Slower,Low,Dry,0,Late,0
VER,49.0,HARD,13,11-20,Normal,Low,Dry,0,Late,0
MAG,48.0,SOFT,8,0-10,Normal,Low,Dry,0,Late,0
PER,49.0,HARD,15,11-20,Normal,Low,Dry,0,Late,0
HUL,48.0,SOFT,8,0-10,Normal,Low,Dry,0,Late,0
ALO,49.0,HARD,15,11-20,Normal,Low,Dry,0,Late,0
SAI,49.0,HARD,18,11-20,Normal,Low,Dry,0,Late,0
HAM,49.0,HARD,19,11-20,Normal,Low,Dry,0,Late,0
NOR,48.0,SOFT,1,0-10,Slower,Low,Dry,0,Late,0
STR,49.0,HARD,19,11-20,Normal,Low,Dry,0,Late,0
RUS,49.0,HARD,18,11-20,Normal,Low,Dry,0,Late,0
BOT,49.0,HARD,20,11-20,Normal,Low,Dry,0,Late,0
GAS,49.0,SOFT,9,0-10,Normal,Low,Dry,0,Late,0
ALB,49.0,SOFT,9,0-10,Normal,Low,Dry,0,Late,0
TSU,49.0,SOFT,9,0-10,Normal,Low,Dry,0,Late,0
SAR,49.0,SOFT,9,0-10,Normal,Low,Dry,0,Late,0
ZHO,49.0,SOFT,17,11-20,Normal,Low,Dry,0,Late,0
VER,50.0,HARD,14,11-20,Normal,Low,Dry,0,Late,0
DEV,49.0,HARD,22,21-30,Faster,Low,Dry,0,Late,0
MAG,49.0,SOFT,9,0-10,Normal,Low,Dry,0,Late,0
PER,50.0,HARD,16,11-20,Slower,Low,Dry,0,Late,0
HUL,49.0,SOFT,9,0-10,Normal,Low,Dry,0,Late,0
ALO,50.0,HARD,16,11-20,Normal,Low,Dry,0,Late,0
SAI,50.0,HARD,19,11-20,Normal,Low,Dry,0,Late,0
HAM,50.0,HARD,20,11-20,Normal,Low,Dry,0,Late,0
STR,50.0,HARD,20,11-20,Normal,Low,Dry,0,Late,0
RUS,50.0,HARD,19,11-20,Normal,Low,Dry,0,Late,0
BOT,50.0,HARD,21,21-30,Normal,Low,Dry,0,Late,0
GAS,50.0,SOFT,10,0-10,Normal,Low,Dry,0,Late,0
NOR,49.0,SOFT,2,0-10,Faster,Low,Dry,0,Late,0
ALB,50.0,SOFT,10,0-10,Normal,Low,Dry,0,Late,0
TSU,50.0,SOFT,10,0-10,Normal,Low,Dry,0,Late,0
SAR,50.0,SOFT,10,0-10,Normal,Low,Dry,0,Late,0
ZHO,50.0,SOFT,18,11-20,Slower,Low,Dry,0,Late,0
VER,51.0,HARD,15,11-20,Normal,Low,Dry,0,Late,0
DEV,50.0,HARD,23,21-30,Normal,Low,Dry,0,Late,0
MAG,50.0,SOFT,10,0-10,Slower,Low,Dry,0,Late,0
PER,51.0,HARD,17,11-20,Faster,Low,Dry,0,Late,0
HUL,50.0,SOFT,10,0-10,Normal,Low,Dry,0,Late,0
ALO,51.0,HARD,17,11-20,Slower,Low,Dry,0,Late,0
SAI,51.0,HARD,20,11-20,Normal,Low,Dry,0,Late,0
HAM,51.0,HARD,21,21-30,Normal,Low,Dry,0,Late,0
STR,51.0,HARD,21,21-30,Normal,Low,Dry,0,Late,0
RUS,51.0,HARD,20,11-20,Normal,Low,Dry,0,Late,0
BOT,51.0,HARD,22,21-30,Normal,Low,Dry,0,Late,0
GAS,51.0,SOFT,11,11-20,Normal,Low,Dry,0,Late,0
NOR,50.0,SOFT,3,0-10,Faster,Low,Dry,0,Late,0
ALB,51.0,SOFT,11,11-20,Normal,Low,Dry,0,Late,0
TSU,51.0,SOFT,11,11-20,Normal,Low,Dry,0,Late,0
SAR,51.0,SOFT,11,11-20,Normal,Low,Dry,0,Late,0
VER,52.0,HARD,16,11-20,Faster,Low,Dry,0,Late,0
ZHO,51.0,SOFT,19,11-20,Faster,Low,Dry,0,Late,0
DEV,51.0,HARD,24,21-30,Slower,Low,Dry,0,Late,0
MAG,51.0,SOFT,11,11-20,Normal,Low,Dry,0,Late,0
PER,52.0,HARD,18,11-20,Normal,Low,Dry,0,Late,0
HUL,51.0,SOFT,11,11-20,Normal,Low,Dry,0,Late,0
ALO,52.0,HARD,18,11-20,Normal,Low,Dry,0,Late,0
SAI,52.0,HARD,21,21-30,Normal,Low,Dry,0,Late,0
HAM,52.0,HARD,22,21-30,Normal,Low,Dry,0,Late,0
STR,52.0,HARD,22,21-30,Normal,Low,Dry,0,Late,0
RUS,52.0,HARD,21,21-30,Normal,Low,Dry,0,Late,0
BOT,52.0,HARD,23,21-30,Normal,Low,Dry,0,Late,0
GAS,52.0,SOFT,12,11-20,Normal,Low,Dry,0,Late,0
NOR,51.0,SOFT,4,0-10,Slower,Low,Dry,0,Late,0
ALB,52.0,SOFT,12,11-20,Normal,Low,Dry,0,Late,0
TSU,52.0,SOFT,12,11-20,Normal,Low,Dry,0,Late,0
SAR,52.0,SOFT,12,11-20,Normal,Low,Dry,0,Late,0
VER,53.0,HARD,17,11-20,Normal,Low,Dry,0,Late,0
ZHO,52.0,SOFT,20,11-20,Normal,Low,Dry,0,Late,0
MAG,52.0,SOFT,12,11-20,Normal,Low,Dry,0,Late,0
DEV,52.0,HARD,25,21-30,Normal,Low,Dry,0,Late,0
PER,53.0,HARD,19,11-20,Normal,Low,Dry,0,Late,0
HUL,52.0,SOFT,12,11-20,Slower,Low,Dry,0,Late,0
ALO,53.0,HARD,19,11-20,Normal,Low,Dry,0,Late,0
SAI,53.0,HARD,22,21-30,Normal,Low,Dry,0,Late,0
HAM,53.0,HARD,23,21-30,Normal,Low,Dry,0,Late,0
STR,53.0,HARD,23,21-30,Slower,Low,Dry,0,Late,0
RUS,53.0,HARD,22,21-30,Normal,Low,Dry,0,Late,0
BOT,53.0,HARD,24,21-30,Normal,Low,Dry,0,Late,0
GAS,53.0,SOFT,13,11-20,Normal,Low,Dry,0,Late,0
NOR,52.0,SOFT,5,0-10,Normal,Low,Dry,0,Late,0
ALB,53.0,SOFT,13,11-20,Normal,Low,Dry,0,Late,0
TSU,53.0,SOFT,13,11-20,Normal,Low,Dry,0,Late,0
SAR,53.0,SOFT,13,11-20,Normal,Low,Dry,0,Late,0
VER,54.0,HARD,18,11-20,Normal,Low,Dry,0,Late,0
ZHO,53.0,SOFT,21,21-30,Normal,Low,Dry,0,Late,1
MAG,53.0,SOFT,13,11-20,Normal,Low,Dry,0,Late,0
PER,54.0,HARD,20,11-20,Normal,Low,Dry,0,Late,0
DEV,53.0,HARD,26,21-30,Faster,Low,Dry,0,Late,0
HUL,53.0,SOFT,13,11-20,Normal,Low,Dry,0,Late,0
ALO,54.0,HARD,20,11-20,Slower,Low,Dry,0,Late,0
SAI,54.0,HARD,23,21-30,Normal,Low,Dry,0,Late,0
HAM,54.0,HARD,24,21-30,Normal,Low,Dry,0,Late,0
STR,54.0,HARD,24,21-30,Faster,Low,Dry,0,Late,0
RUS,54.0,HARD,23,21-30,Normal,Low,Dry,0,Late,0
BOT,54.0,HARD,25,21-30,Normal,Low,Dry,0,Late,0
GAS,54.0,SOFT,14,11-20,Normal,Low,Dry,0,Late,0
NOR,53.0,SOFT,6,0-10,Normal,Low,Dry,0,Late,1
ALB,54.0,SOFT,14,11-20,Normal,Low,Dry,0,Late,0
TSU,54.0,SOFT,14,11-20,Normal,Low,Dry,0,Late,0
SAR,54.0,SOFT,14,11-20,Normal,Low,Dry,0,Late,0
VER,55.0,HARD,19,11-20,Normal,Low,Dry,0,Late,0
ZHO,54.0,SOFT,22,21-30,Slower,Low,Dry,0,Late,0
MAG,54.0,SOFT,14,11-20,Slower,Low,Dry,0,Late,0
PER,55.0,HARD,21,21-30,Normal,Low,Dry,0,Late,0
DEV,54.0,HARD,27,21-30,Normal,Low,Dry,0,Late,0
HUL,54.0,SOFT,14,11-20,Normal,Low,Dry,0,Late,0
ALO,55.0,HARD,21,21-30,Normal,Low,Dry,0,Late,0
SAI,55.0,HARD,24,21-30,Normal,Low,Dry,0,Late,0
HAM,55.0,HARD,25,21-30,Normal,Low,Dry,0,Late,0
STR,55.0,HARD,25,21-30,Normal,Low,Dry,0,Late,0
RUS,55.0,HARD,24,21-30,Normal,Low,Dry,0,Late,0
BOT,55.0,HARD,26,21-30,Normal,Low,Dry,0,Late,0
GAS,55.0,SOFT,15,11-20,Normal,Low,Dry,0,Late,0
NOR,54.0,SOFT,7,0-10,Slower,Low,Dry,0,Late,0
ALB,55.0,SOFT,15,11-20,Normal,Low,Dry,0,Late,0
TSU,55.0,SOFT,15,11-20,Normal,Low,Dry,0,Late,0
SAR,55.0,SOFT,15,11-20,Normal,Low,Dry,0,Late,0
VER,56.0,HARD,20,11-20,Slower,Low,Dry,0,Late,0
ZHO,55.0,SOFT,1,0-10,Slower,Low,Dry,0,Late,0
PER,56.0,HARD,22,21-30,Faster,Low,Dry,0,Late,0
MAG,55.0,SOFT,15,11-20,Faster,Low,Dry,0,Late,0
DEV,55.0,HARD,28,21-30,Normal,Low,Dry,0,Late,0
HUL,55.0,SOFT,15,11-20,Normal,Low,Dry,0,Late,0
ALO,56.0,HARD,22,21-30,Normal,Low,Dry,0,Late,0
SAI,56.0,HARD,25,21-30,Normal,Low,Dry,0,Late,0
HAM,56.0,HARD,26,21-30,Normal,Low,Dry,0,Late,0
STR,56.0,HARD,26,21-30,Normal,Low,Dry,0,Late,0
RUS,56.0,HARD,25,21-30,Normal,Low,Dry,0,Late,0
BOT,56.0,HARD,27,21-30,Normal,Low,Dry,0,Late,0
GAS,56.0,SOFT,16,11-20,Normal,Low,Dry,0,Late,0
NOR,55.0,SOFT,1,0-10,Slower,Low,Dry,0,Late,0
ALB,56.0,SOFT,16,11-20,Normal,Low,Dry,0,Late,0
TSU,56.0,SOFT,16,11-20,Normal,Low,Dry,0,Late,0
SAR,56.0,SOFT,16,11-20,Slower,Low,Dry,0,Late,0
VER,57.0,HARD,21,21-30,Faster,Low,Dry,0,Late,0
PER,57.0,HARD,23,21-30,Normal,Low,Dry,0,Late,0
MAG,56.0,SOFT,16,11-20,Normal,Low,Dry,0,Late,0
DEV,56.0,HARD,29,21-30,Normal,Low,Dry,0,Late,0
HUL,56.0,SOFT,16,11-20,Slower,Low,Dry,0,Late,0
ALO,57.0,HARD,23,21-30,Normal,Low,Dry,0,Late,0
ZHO,56.0,SOFT,2,0-10,Faster,Low,Dry,0,Late,0
SAI,57.0,HARD,26,21-30,Normal,Low,Dry,0,Late,0
HAM,57.0,HARD,27,21-30,Normal,Low,Dry,0,Late,0
STR,57.0,HARD,27,21-30,Normal,Low,Dry,0,Late,0
RUS,57.0,HARD,26,21-30,Normal,Low,Dry,0,Late,0
BOT,57.0,HARD,28,21-30,Normal,Low,Dry,0,Late,0
GAS,57.0,SOFT,17,11-20,Normal,Low,Dry,0,Late,0
ALB,57.0,SOFT,17,11-20,Normal,Low,Dry,0,Late,0
TSU,57.0,SOFT,17,11-20,Normal,Low,Dry,0,Late,0
